index,loss,accuracy,val_loss,val_accuracy
0,0.5576351881027222,0.8385995626449585,172.8976287841797,0.621180534362793
1,0.07659246027469635,0.9794849753379822,39.0831413269043,0.9513888955116272
2,0.052547652274370193,0.9871238470077515,34.444576263427734,0.8806713223457336
3,0.042200718075037,0.9893229007720947,8.894508361816406,0.9498842358589172
4,0.03860808163881302,0.9910300970077515,43.65093994140625,0.8521990776062012
5,0.03021748550236225,0.9932581186294556,20.267627716064453,0.8988425731658936
6,0.04334816709160805,0.9907696843147278,162.92640686035156,0.6303240656852722
7,0.030709609389305115,0.9938368201255798,90.27153778076172,0.7422453761100769
8,0.026299118995666504,0.9947627186775208,139.0726776123047,0.6895833611488342
9,0.03573232144117355,0.993807852268219,152.23086547851562,0.6528935432434082
