index,loss,accuracy,val_loss,val_accuracy
0,1.2156122922897339,0.6371210813522339,17.315370559692383,0.9605262875556946
1,0.31946247816085815,0.9030311107635498,6.820291042327881,0.9845120906829834
2,0.20818746089935303,0.9378000497817993,6.670874118804932,0.9847862124443054
3,0.16122573614120483,0.9525785446166992,15.61643123626709,0.9720394611358643
4,0.13668866455554962,0.9601906538009644,5.897164344787598,0.9891721606254578
5,0.11709577590227127,0.9666026830673218,13.812398910522461,0.9790295958518982
6,0.1064954325556755,0.9698600769042969,7.658664703369141,0.9869791865348816
7,0.10133258998394012,0.9733232855796814,15.488393783569336,0.9795778393745422
8,0.10171524435281754,0.9721231460571289,27.643596649169922,0.9671052694320679
9,0.08920765668153763,0.9758606553077698,10.352657318115234,0.9847862124443054
